epoch,train_loss,train_map50,train_map50_95,val_loss,val_map50,val_map50_95,lr,epoch_time
52,2.52436,0.20428,0.09023,3.09784,0.19877,0.08773,0.001,133.82182
53,2.51258,0.20428,0.09023,3.15347,0.19877,0.08773,0.001,134.07351
54,2.49198,0.20428,0.09023,3.16374,0.19877,0.08773,0.001,134.01046
55,2.46699,0.22720,0.10061,3.31428,0.18955,0.08400,0.001,485.60013
56,2.46280,0.22720,0.10061,3.06297,0.18955,0.08400,0.001,133.61492
57,2.43127,0.22720,0.10061,5.57465,0.18955,0.08400,0.001,134.12337
58,2.60335,0.22720,0.10061,3.05783,0.18955,0.08400,0.001,134.23842
59,2.44560,0.22720,0.10061,3.09749,0.18955,0.08400,0.001,133.97200
60,2.41834,0.24560,0.10826,3.04045,0.22131,0.09827,0.001,494.10834
61,2.38120,0.24560,0.10826,3.05297,0.22131,0.09827,0.001,133.73181
62,2.34692,0.24560,0.10826,2.99284,0.22131,0.09827,0.001,133.80065
63,2.33512,0.24560,0.10826,2.99815,0.22131,0.09827,0.001,133.79374
64,2.32506,0.24560,0.10826,2.98402,0.22131,0.09827,0.001,133.89088
65,2.30590,0.26581,0.11919,3.01789,0.22893,0.10043,0.001,505.43222
66,2.29317,0.26581,0.11919,3.00951,0.22893,0.10043,0.001,133.85196
67,2.26958,0.26581,0.11919,2.98230,0.22893,0.10043,0.001,133.98330
68,2.24975,0.26581,0.11919,2.94839,0.22893,0.10043,0.001,134.12859
69,2.24474,0.26581,0.11919,2.96066,0.22893,0.10043,0.001,134.00562
70,2.22988,0.28417,0.12716,2.97885,0.23291,0.09824,0.001,512.30700
71,2.21615,0.28417,0.12716,2.94640,0.23291,0.09824,0.001,133.80014
72,2.19258,0.28417,0.12716,2.98417,0.23291,0.09824,0.001,133.89392
73,2.19078,0.28417,0.12716,3.01649,0.23291,0.09824,0.001,133.85476
74,2.15627,0.28417,0.12716,2.92634,0.23291,0.09824,0.001,134.04918
75,2.15324,0.30685,0.13963,2.91665,0.25971,0.11677,0.001,525.34499
76,2.05675,0.30685,0.13963,2.83556,0.25971,0.11677,0.0001,133.65045
77,1.99935,0.30685,0.13963,2.81173,0.25971,0.11677,0.0001,134.03617
78,1.98210,0.30685,0.13963,2.80654,0.25971,0.11677,0.0001,134.17115
79,1.96309,0.30685,0.13963,2.79216,0.25971,0.11677,0.0001,134.04113
80,1.96222,0.34652,0.17670,2.78302,0.28344,0.13489,0.0001,526.69295
81,1.94186,0.34652,0.17670,2.79518,0.28344,0.13489,0.0001,133.59695
82,1.93599,0.34652,0.17670,2.78680,0.28344,0.13489,0.0001,133.81722
83,1.92801,0.34652,0.17670,2.79278,0.28344,0.13489,0.0001,133.86954
84,1.91687,0.34652,0.17670,2.77593,0.28344,0.13489,0.0001,134.00851
85,1.90480,0.35484,0.18407,2.77825,0.28645,0.13570,0.0001,527.02358
86,1.90072,0.35484,0.18407,2.78430,0.28645,0.13570,0.0001,133.73911
87,1.89227,0.35484,0.18407,2.77510,0.28645,0.13570,0.0001,133.69586
88,1.89472,0.35484,0.18407,2.79495,0.28645,0.13570,0.0001,133.92605
89,1.88159,0.35484,0.18407,2.77364,0.28645,0.13570,0.0001,133.92816
90,1.87663,0.36216,0.18862,2.75849,0.28762,0.13927,0.0001,530.30001
91,1.87559,0.36216,0.18862,2.77752,0.28762,0.13927,0.0001,133.80331
92,1.86927,0.36216,0.18862,2.77650,0.28762,0.13927,0.0001,134.00481
93,1.86256,0.36216,0.18862,2.76707,0.28762,0.13927,0.0001,133.84273
94,1.85713,0.36216,0.18862,2.76201,0.28762,0.13927,0.0001,133.88386
95,1.85619,0.36811,0.19432,2.76218,0.29282,0.13994,0.0001,532.03644
96,1.84753,0.36811,0.19432,2.75686,0.29282,0.13994,0.0001,133.70539
97,1.83795,0.36811,0.19432,2.75057,0.29282,0.13994,0.0001,133.95193
98,1.84607,0.36811,0.19432,2.74829,0.29282,0.13994,0.0001,133.92424
99,1.83767,0.36811,0.19432,2.75824,0.29282,0.13994,0.0001,133.96243
